land_area,price,region
7 сот,700000.0,"Краснодарский край, г.о. Анапа"
4 сот,19000000.0,"Краснодарский край, Сочи"
9 сот,1070000.0,"Республика Татарстан, Зеленодольский р-н, с. Большие Ключи"
8 сот,1750000.0,"Тюменская область, Тюменский р-н, д. Падерина"
15 сот,250000.0,"Тульская область, Тула"
6 сот,480000.0,"Краснодарский край, Темрюкский р-н, Новотаманское сельское поселение"
14 сот,600000.0,"Тверская область, Калининский р-н, Каблуковское сельское поселение, д. Лисицы"
6 сот,3500000.0,"Республика Крым, Бахчисарайский р-н, Угловское сельское поселение, с. Угловое"
6 сот,700000.0,"Астраханская область, Астрахань"
2500 га,50000000.0,"Нижегородская область, Богородский р-н, д. Теряево"
29 сот,2400000.0,"Свердловская область, Белоярский г.о., пос. Гагарский, коттеджный пос. Шервуд Парк"
13.5 сот,155000.0,"Краснодарский край, Староминский р-н, станица Староминская"
11 сот,250000.0,"Тульская область, Заокский р-н, д. Свинская"
8.4 сот,599000.0,"Ленинградская область, Гатчинский р-н, Пудомягское сельское поселение, коттеджный пос. Павловский посад"
9 сот,1100000.0,"Республика Алтай, Чемальский р-н, с. Чемал"
15 сот,790000.0,"Ростовская область, Аксайский р-н, хутор Ленина"
10 сот,630000.0,"Тюменская область, г.о. Ханты-Мансийск, СОТ Дорожник"
15 сот,1200000.0,"Московская область, Дмитровский г.о., д. Подмошье"
10.9 сот,1250000.0,"Вологодская область, Череповец"
15 сот,650000.0,"Московская область, г.о. Луховицы, пос. Красная Пойма"
4 га,32000000.0,"Московская область, Дмитровский г.о., д. Алабуха"
15 сот,850000.0,"Ленинградская область, Приозерский р-н, Красноозёрное сельское поселение, д. Васильево"
6.6 сот,650000.0,"Московская область, Раменский г.о., коттеджный пос. Адмирал"
200 га,100000000.0,"Московская область, Ступино"
10 сот,1700000.0,Республика Татарстан
960.57 га,14793000.0,"Владимирская область, Вязниковский р-н, Паустовское сельское поселение"
5.2 сот,270000.0,"Тульская область, муниципальное образование Тула, СНТ Родник"
7 сот,1399000.0,"Московская область, г.о. Солнечногорск, д. Поярково"
20 сот,600000.0,"Тульская область, муниципальное образование Алексин"
20 сот,150000.0,"Ленинградская область, Ломоносовский р-н, Низинское сельское поселение"
4.2 сот,4500000.0,"Республика Крым, г.о. Ялта, пос. городского типа Кореиз"
7 сот,1600000.0,"Калининградская область, Калининград, садоводческое товарищество Победа"
8.1 сот,8990000.0,"Краснодарский край, г.о. Новороссийск, хутор Дюрсо"
10 сот,2100000.0,"Тамбовская область, Тамбов"
10 сот,2100000.0,"Тамбовская область, Тамбов"
10 сот,1049000.0,Калининградская область
10 сот,150000.0,"Тамбовская область, Рассказово"
7.5 сот,600000.0,"Краснодарский край, Кореновский р-н, пос. Южный"
39 сот,4000000.0,"Нижегородская область, Дальнеконстантиновский р-н, коттеджный пос. Грин Парк"
12 сот,970000.0,"Калининградская область, Гурьевский г.о., пос. Заозерье"
7 сот,70000.0,"Пермский край, Пермский р-н, Усть-Качкинское сельское поселение, пос. Красный Восход"
12 сот,15900000.0,
7.4 га,750000.0,
12.2 га,6000000.0,
5 сот,110000.0,"Саратовская область, Ртищевский р-н, Ртищево"
110 га,20000.0,"Республика Татарстан, Высокогорский р-н"
10 сот,795000.0,"Московская область, г.о. Чехов, с. Стремилово"
11 сот,400000.0,
10 сот,700000.0,
10 сот,790000.0,
30 сот,690000.0,"Калужская область, Дзержинский р-н, с. Барятино"
4 сот,350000.0,"Нижегородская область, Кстовский р-н, д. Зимёнки"
12 сот,225000.0,"Московская область, г.о. Павловский Посад, д. Гора"
19 сот,900000.0,"Калужская область, Тарусский р-н, д. Паршино"
10 сот,1250000.0,"Самарская область, Волжский р-н, пос. Власть Труда, коттеджный пос. Булгари Парк"
7.3 сот,1200000.0,"Московская область, Раменский г.о., д. Каменное Тяжино"
25 сот,1100000.0,"Пермский край, Добрянский г.о., д. Гари"
6 сот,1300000.0,"Республика Крым, Сакский р-н, Уютненское сельское поселение, с. Уютное"
10 сот,449000.0,"Ленинградская область, Гатчинский р-н, коттеджный пос. Орлинка"
8 сот,400000.0,"Республика Крым, Раздольненский р-н, Чернышевское сельское поселение, с. Портовое"
15 сот,5000000.0,"Рязанская область, Рязань"
5.2 сот,925000.0,"Московская область, г.о. Домодедово, д. Ильинское"
10 га,150000.0,"Республика Северная Осетия — Алания, Правобережный р-н, с. Зильги"
15 сот,1300000.0,"Ставропольский край, Шпаковский муниципальный округ, с. Татарка"
4 сот,80000.0,"Республика Башкортостан, Стерлитамакский р-н, садовое товарищество Мирный"
12.5 сот,2650000.0,"Севастополь, Балаклавский р-н, Балаклавский муниципальный округ, с. Оборонное"
10 сот,1300000.0,"Нижегородская область, Дзержинск"
6 сот,900000.0,"Республика Татарстан, Лениногорский р-н, Лениногорск"
17.3 сот,60000.0,"Алтайский край, Первомайский р-н, разъезд Лосиха"
8 сот,450000.0,"Республика Башкортостан, Уфа, СНТ Уршак"
15 сот,60000.0,"Нижегородская область, Городецкий р-н, пос. Зубово"
6 сот,540000.0,Московская область
10 сот,360000.0,"Краснодарский край, г.о. Анапа, СОТ Авиатор"
3 сот,1200000.0,"Республика Северная Осетия — Алания, Владикавказ, садовое товарищество Металлург"
6 сот,1990000.0,"Московская область, г.о. Истра, СНТ Старт"
30 сот,1850000.0,"Московская область, Рузский г.о., д. Товарково"
10 сот,1000000.0,"Республика Хакасия, Абакан"
10 сот,350000.0,"Волгоградская область, Среднеахтубинский р-н, хутор Госпитомник"
4 сот,3500000.0,"Краснодарский край, Краснодар"
8 сот,598000.0,"Удмуртская Республика, Завьяловский р-н, д. Каменное"
125.51 га,160000.0,"Калининградская область, Зеленоградский г.о., пос. Мельниково"
11.3 сот,7700000.0,"Московская область, Раменский г.о., пос. Спартак"
6 сот,2200000.0,"Республика Северная Осетия — Алания, Владикавказ, садовое товарищество Иристон"
2.9 сот,1300000.0,"Московская область, г.о. Мытищи, д. Подрезово"
12 сот,130000.0,"Республика Хакасия, Усть-Абаканский р-н, аал Сапогов"
10 сот,2600000.0,"Московская область, г.о. Ступино"
6.5 сот,252000.0,"Московская область, Раменский г.о., с. Карпово"
6 сот,450000.0,"Республика Башкортостан, Иглинский р-н, с. Иглино"
6 сот,542000.0,Московская область
5 сот,390000.0,"Республика Хакасия, Абакан"
6 сот,542000.0,Московская область
5 сот,390000.0,"Республика Хакасия, Абакан"
6 сот,250000.0,"Тюменская область, Сургут, садоводческое товарищество № 46 Урожай"
5 сот,570000.0,"Республика Дагестан, Каспийск"
30 сот,450000.0,"Иркутская область, Иркутский р-н, Уриковское муниципальное образование, с. Урик"
50 сот,2700000.0,"Республика Дагестан, Каспийск"
6.7 сот,4500000.0,"Астраханская область, Астрахань"
8.4 сот,5000000.0,
8 сот,550000.0,
9.5 сот,3900000.0,
8 га,80000000.0,"Республика Башкортостан, Уфимский р-н, Жуковский сельсовет"
92 сот,11000000.0,"Тверская область, Конаковский р-н, Козловское сельское поселение, д. Дорино"
14 сот,1680000.0,"Воронежская область, Рамонский р-н, с. Староживотинное"
62 сот,4950000.0,
50 сот,25000000.0,
4.6 сот,1600000.0,
12 сот,890000.0,"Свердловская область, Екатеринбург"
5 га,250000.0,"Республика Бурятия, Иволгинский р-н, с. Красноярово"
2 га,199000.0,"Кировская область, Кирово-Чепецкий р-н"
1.6 га,8900000.0,"Краснодарский край, Горячий Ключ"
20 сот,950000.0,"Республика Крым, Симферопольский р-н, Мазанское сельское поселение"
5 сот,550000.0,"Псковская область, Пушкиногорский р-н, рабочий пос. Пушкинские Горы"
6 сот,50000.0,"Нижегородская область, Кстовский р-н, д. Подлёсово"
12.8 сот,7040000.0,"Ленинградская область, Ломоносовский р-н, Пениковское сельское поселение, коттеджный пос. Земляничные поляны"
13 сот,590000.0,"Тверская область, Калининский р-н, Никулинское сельское поселение, д. Опарино"
13.8 сот,9499000.0,"Московская область, г.о. Красногорск, д. Бузланово"
15 сот,500000.0,"Рязанская область, Клепиковский р-н, Ненашкинское сельское поселение, с. Прудки"
15.5 сот,300000.0,"Ярославская область, Рыбинский р-н, Покровское сельское поселение, д. Максимовское"
10 сот,449000.0,"Тульская область, Заокский р-н, д. Дворяниново"
10 сот,2500000.0,"Московская область, Богородский г.о., коттеджный пос. Николин Луг"
100 сот,640000.0,"Республика Крым, Симферопольский р-н, Николаевское сельское поселение"
8 сот,8500000.0,"Республика Дагестан, Махачкала"
11 сот,350000.0,"Красноярский край, Минусинск"
9.5 сот,5000000.0,Севастополь
12 сот,1000000.0,"Краснодарский край, Анапа"
9.6 сот,4799999.0,"Московская область, Ленинский г.о., пос. Мещерино, СНТ Полянка"
10 сот,850000.0,"Республика Хакасия, Абакан"
13 сот,750000.0,"Пермский край, Краснокамский г.о., д. Новосёлы"
6 сот,50000.0,"Тюменская область, г.о. Нягань, садовый массив № 2"
9.5 сот,575000.0,"Республика Крым, Саки"
8 сот,340000.0,"Новосибирская область, Куйбышевский р-н, с. Абрамово"
7 сот,330000.0,"Владимирская область, Суздальский р-н, с. Мордыш"
46 сот,899000.0,"Краснодарский край, Выселковский р-н, с. Первомайское"
10 сот,600000.0,"Свердловская область, Белоярский г.о., коллективный сад Берёзка"
10.2 сот,5500000.0,"Новосибирская область, Новосибирский р-н, Мочищенский сельсовет, дачный пос. Мочище"
12 сот,130000.0,"Пермский край, Верещагинский г.о., д. Бородули"
10 сот,680000.0,"Самарская область, Волжский р-н, пос. Подлесный"
4.5 сот,550000.0,"Удмуртская Республика, Ижевск"
8 сот,165000.0,"Свердловская область, г.о. Верхняя Пышма, СНТ Сосновское"
5 га,1550000.0,"Псковская область, Псковский р-н, пос. Поддубье"
22 сот,2200000.0,"Московская область, г.о. Домодедово, д. Поздново, коттеджный пос. Вельяминовский Уезд"
4.08 га,950000.0,"Ленинградская область, Приладожский"
8 сот,730000.0,"Московская область, Можайский г.о., садоводческое некоммерческое товарищество собственников недвижимости Изумрудное Озеро-3"
93 га,50000000.0,"Тверская область, Кимрский р-н, д. Высоково"
8 сот,4000000.0,"Краснодарский край, Тихорецкий р-н, Тихорецкое городское поселение, Тихорецк"
12 сот,1200000.0,"Калужская область, Жуковский р-н, д. Макаровское Лесничество"
7.6 сот,3800000.0,"Севастополь, садоводческое товарищество Подводник"
6 сот,400000.0,"Ставропольский край, Ставрополь, садовое товарищество Превосходное"
12 сот,780000.0,"Ленинградская область, Ломоносовский р-н, Гостилицкое сельское поселение, коттеджный пос. Южный Версаль"
9 сот,350000.0,"Забайкальский край, Чита"
15 сот,1350000.0,"Красноярский край, Емельяновский р-н, с. Дрокино"
14 сот,1470000.0,"Калужская область, Жуковский р-н, садовое некоммерческое товарищество Солнечная горка"
7.7 сот,4999999.0,"Ростовская область, Ростов-на-Дону"
4 сот,2200000.0,
8.4 сот,5000000.0,
12.2 га,6000000.0,
5 сот,208000.0,"Пермский край, Чайковский г.о., Чайковский, СНТ № 50 Ветеран"
20 сот,2500000.0,"Ленинградская область, Ломоносовский р-н, Ропшинское сельское поселение, территория Михайловская усадьба"
6 сот,1300000.0,"Республика Дагестан, Каспийск, садовое товарищество Колос"
6 сот,540000.0,
20 сот,100000.0,
11 сот,400000.0,
5.8 сот,3400000.0,"Севастополь, садоводческое товарищество Атлантика-2"
6 сот,800000.0,"Курская область, Курск, СНТ Икар"
14.4 га,1400000.0,"Республика Крым, Черноморский р-н, Черноморское сельское поселение, пос. городского типа Черноморское"
45 сот,999000.0,"Челябинская область, Сосновский р-н"
6 сот,570000.0,"Московская область, г.о. Солнечногорск, д. Алексеевское"
9.8 сот,2000000.0,"Республика Крым, Бахчисарайский р-н, Голубинское сельское поселение, с. Голубинка"
15 сот,650000.0,"Тверская область, Конаковский р-н, сельское поселение Завидово, с. Завидово"
2.84 га,10980000.0,"Краснодарский край, Северский р-н, станица Смоленская"
10 сот,700000.0,"Пермский край, Добрянский г.о."
20 сот,600000.0,"Курская область, Курский р-н, Рышковский сельсовет, с. Рышково"
15 сот,3700000.0,"Тюменская область, Тюмень, территория СОСН Суходольное"
38 сот,2550000.0,"Тюменская область, Тюмень"
24 сот,9300000.0,"Республика Крым, г.о. Судак, с. Миндальное, СНТ Солнечная Долина"
4.4 га,750000.0,"Владимирская область, Петушинский р-н, д. Ларионово"
6 сот,60000.0,"Владимирская область, Муром, СНТ Фанерщик"
10 сот,450000.0,"Иркутская область, Шелеховский р-н, д. Олха"
27 сот,2000000.0,"Карачаево-Черкесская Республика, Черкесск"
27 сот,10100000.0,"Иркутская область, Иркутск, СНТ Ангара"
13 сот,1300000.0,"Рязанская область, Рязанский р-н, с. Дядьково"
47 сот,2500000.0,"Республика Карелия, Лахденпохский р-н, пос. Кортела"
7 сот,591000.0,"Ленинградская область, Всеволожский р-н, Куйвозовское сельское поселение, коттеджный пос. Грузино парк"
78 сот,3200000.0,"Республика Крым, Бахчисарайский р-н, Куйбышевское сельское поселение, пос. городского типа Куйбышево"
6.7 сот,7250000.0,"Новосибирская область, Новосибирск"
12 сот,230000.0,"Челябинская область, Сосновский р-н, д. Ключевка"
15 сот,4000000.0,"Республика Дагестан, Карабудахкентский р-н, с. Зеленоморск"
1.8 га,600000.0,"Республика Дагестан, Махачкала"
55 сот,700000.0,"Томская область, г.о. Томск, д. Киргизка"
17.8 сот,950000.0,"Кировская область, Слободской р-н, д. Машкачи"
64.5 сот,10000000.0,"Краснодарский край, муниципальное образование Краснодар, станица Старокорсунская"
70 сот,4500000.0,"Московская область, Волоколамский г.о., д. Захарьино"
4.08 га,2000000.0,"Ростовская область, Аксайский р-н, хутор Валовый"
11 сот,550000.0,"Новосибирская область, Новосибирский р-н, Кубовинский сельсовет, СНТ Красная Рябина"
12 сот,108000.0,"Омская область, Омский р-н, пос. Омский"
6 сот,150000.0,"Мурманская область, муниципальный округ Полярные Зори, пос. Зашеек"
8.3 сот,1300000.0,"Республика Татарстан, Высокогорский р-н, с. Каймары"
6 сот,2100000.0,"Республика Крым, Ленинский р-н, Белинское сельское поселение, с. Новоотрадное"
10 сот,3000000.0,"Ленинградская область, Всеволожский р-н, Агалатовское сельское поселение, садовые участки"
15 сот,250000.0,"Тульская область, муниципальное образование Тула, д. Коптево"
6 сот,180000.0,"Оренбургская область, Оренбургский р-н, СНТ Стрела-5"
10 сот,2300000.0,"Иркутская область, Иркутский р-н, Ушаковское муниципальное образование"
15 сот,850000.0,"Московская область, Раменский г.о."
15 сот,350000.0,"Калужская область, Бабынинский р-н, д. Рыково"
33 сот,210000.0,"Калужская область, Козельский р-н, д. Слаговищи"
15 сот,350000.0,Нижегородская область
15 сот,300000.0,"Новгородская область, Новгородский р-н, Трубичинское сельское поселение, д. Трубичино"
8.2 сот,270000.0,"Московская область, Сергиево-Посадский г.о., д. Дубининское"
11 сот,460000.0,"Тюменская область, Нижневартовск, дачное некоммерческое товарищество Лада"
10 сот,999000.0,
10 сот,900000.0,
11 сот,350000.0,
4 сот,550000.0,"Тюменская область, Ишим"
10 сот,750000.0,"Самарская область, Красноярский р-н, с. Старая Бинарадка"
10 сот,2750000.0,"Московская область, г.о. Истра, д. Крючково"
6 сот,3500000.0,
8 сот,75000.0,
10 сот,1300000.0,
5 сот,180000.0,"Нижегородская область, г.о. Бор, садоводческое некоммерческое товарищество Берёзовая Роща"
8 сот,100000.0,"Республика Татарстан, Нижнекамский р-н, с. Большое Афанасово, СНТ Мичуринец"
13 сот,130000.0,"Новгородская область, Старорусский р-н, Ивановское сельское поселение, д. Малая Козона"
6.5 сот,2200000.0,"Москва, Троицкий административный округ, поселение Кленовское, д. Лукошкино"
15 сот,170000.0,"Алтайский край, Тальменский р-н, с. Озёрки"
16 сот,430000.0,"Тюменская область, Тюменский р-н, д. Зырянка"
12 сот,50000.0,"Свердловская область, Артёмовский г.о., пос. Кислянка"
8 сот,2350000.0,"Астраханская область, Астрахань"
6 сот,260000.0,"Владимирская область, Петушинский р-н, СНТ Кавелино-2"
5.4 сот,1300000.0,"Московская область, г.о. Мытищи, д. Лысково"
10 сот,1450000.0,"Ставропольский край, Шпаковский муниципальный округ, с. Верхнерусское, садоводческое некоммерческое товарищество Радонеж"
6 сот,370000.0,"Чеченская Республика, Грозный"
15 сот,12000000.0,"Республика Дагестан, Дагестанские Огни"
20 сот,50000.0,"Белгородская область, Яковлевский г.о., с. Завидовка"
10.8 сот,800000.0,"Томская область, Томск, СНТ Левобережье"
4.9 сот,7350000.0,"Республика Дагестан, Махачкала"
4 сот,60000.0,"Свердловская область, Каменск-Уральский, садовое товарищество № 37"
13 сот,113000.0,"Пермский край, Пермский р-н, Фроловское сельское поселение"
7.4 сот,740000.0,"Республика Татарстан, Казань"
7 сот,525000.0,"Ивановская область, Ивановский р-н, Беляницкое сельское поселение, с. Семёновское, коттеджный пос. Семёновское"
10.2 сот,1000050.0,"Московская область, Раменский г.о., коттеджный пос. Орлёнок"
7.4 сот,700000.0,"Ленинградская область, Тосненский р-н, Форносовское городское поселение, садоводческое некоммерческое товарищество Надежда"
8 сот,2000000.0,"Краснодарский край, Темрюкский р-н, станица Тамань"
8.5 сот,800000.0,"Республика Татарстан, Набережные Челны, СТ Юбилейный"
20 сот,450000.0,"Владимирская область, Суздальский р-н, с. Цибеево"
10 сот,1900000.0,"Ставропольский край, Шпаковский муниципальный округ, с. Татарка"
14 сот,8500000.0,"Московская область, Долгопрудный"
10 сот,800000.0,"Московская область, Волоколамский г.о., д. Глазово"
8 сот,100000.0,"Орловская область, Хотынецкий р-н, пос. городского типа Хотынец"
13 сот,1050000.0,"Владимирская область, Александровский р-н, пос. Светлый"
12 сот,107000.0,"Московская область, г.о. Чехов, с. Новый Быт"
7 сот,1500000.0,"Ростовская область, Ростов-на-Дону"
15 сот,400000.0,"Калужская область, Малоярославецкий р-н, сельское поселение Село Спас-Загорье, д. Митинка, СНТ Митинка"
6 сот,60000.0,"Самарская область, Ставропольский р-н, СНТ Яблочко"
10 сот,100000.0,"Смоленская область, Смоленский р-н"
15 сот,1700000.0,"Республика Татарстан, Лаишевский р-н, с. Тарлаши"
1 сот,300000.0,"Калининградская область, Гурьевский г.о., пос. Невское"
15 сот,650000.0,"Нижегородская область, Володарский р-н, д. Ильина Гора"
12.5 сот,6300000.0,"Московская область, Одинцовский г.о., СНТ Жаворонки-Север"
6 сот,4450000.0,"Республика Татарстан, Казань"
5.2 сот,2965000.0,"Московская область, г.о. Мытищи, д. Аббакумово"
5 сот,2200000.0,"Республика Крым, Симферополь"
15 сот,530000.0,"Московская область, г.о. Кашира, коттеджный пос. Малеевские Просторы"
46 сот,150000.0,"Новгородская область, Старорусский р-н, Ивановское сельское поселение, д. Утушкино"
6 сот,530000.0,"Ярославская область, Ярославль"
10 сот,500000.0,"Краснодарский край, Тихорецкий р-н, Тихорецкое городское поселение, Тихорецк"
7 сот,125000.0,"Московская область, г.о. Шаховская, д. Новиково"
10 сот,700000.0,
10 сот,600000.0,
12 сот,15900000.0,
4 сот,1150000.0,"Чеченская Республика, Грозный"
30 сот,55000.0,"Республика Башкортостан, Уфа"
12 сот,450000.0,"Ленинградская область, Лужский р-н, Мшинское сельское поселение, д. Большая Ящера"
6 сот,155000.0,
10 сот,400000.0,
10 га,2500000.0,
16 сот,48000.0,"Кировская область, Кирово-Чепецкий муниципальный р-н, Пасеговское сельское поселение"
20 сот,120000.0,"Кировская область, Кирово-Чепецкий р-н, д. Головизнинцы, коттеджный пос. Головизнинцы-6"
14 сот,1000000.0,"Республика Татарстан, Пестречинский р-н, Пестречинское сельское поселение, с. Пестрецы"
9 га,260000.0,"Калужская область, Бабынинский р-н, с. Пятницкое"
10.9 сот,195000.0,"Калининградская область, Полесский г.о., пос. Заливино"
310 га,8000000.0,"Республика Марий Эл, Советский р-н, д. Шогаль"
12.2 сот,50000.0,"Пермский край, Краснокамский г.о., СНТ Оптимист"
13 сот,6800000.0,"Московская область, Долгопрудный"
6 сот,8900000.0,"Краснодарский край, Сочи"
15 сот,2000000.0,"Республика Крым, Ленинский р-н, Мысовское сельское поселение, с. Семёновка"
13.1 сот,330000.0,"Хабаровский край, Хабаровск"
11.3 сот,1550000.0,"Московская область, Рузский г.о., с. Старо"
27 га,81500000.0,"Ленинградская область, Выборгский р-н, Полянское сельское поселение, пос. Поляны"
10 сот,220000.0,"Владимирская область, Судогодский р-н, д. Неврюево"
9.6 га,1000000.0,"Ленинградская область, Лужский р-н, Торковичское сельское поселение"
18 сот,1200000.0,"Тюменская область, Тюмень, садоводческое некоммерческое товарищество Березняки"
11.8 сот,1300000.0,"Московская область, Дмитровский г.о., д. Княжево"
25 сот,1500000.0,"Белгородская область, Белгородский р-н, пос. городского типа Разумное"
9.2 сот,1700000.0,"Краснодарский край, г.о. Новороссийск, садовое товарищество Василёк"
,1000000.0,"Хабаровский край, Хабаровск"
6 сот,350000.0,"Тверская область, Вышневолоцкий г.о., Вышний Волочёк"
10 сот,4800000.0,"Московская область, г.о. Истра, д. Козенки"
6 сот,600000.0,Ленинградская область
44 сот,5500000.0,"Московская область, г.о. Лотошино, д. Владимировка"
12 сот,4900000.0,"Москва, Троицкий административный округ, поселение Краснопахорское"
7.4 сот,3300000.0,"Республика Крым, Черноморский р-н, Черноморское сельское поселение, пос. городского типа Черноморское"
6 сот,500000.0,"Московская область, Дмитровский г.о., д. Яковлево"
36 сот,250000.0,"Республика Крым, Ленинский р-н, Мысовское сельское поселение, с. Семёновка"
10 сот,300000.0,"Владимирская область, Суздальский р-н, с. Улово"
15 сот,700000.0,"Красноярский край, Емельяновский р-н"
20 сот,420000.0,"Новгородская область, Новгородский р-н, Савинское сельское поселение, д. Зарелье"
24 сот,350000.0,"Республика Крым, Ленинский р-н, Калиновское сельское поселение, СВТ-3 Акташ"
11 сот,630000.0,"Курская область, Курский р-н, Рышковский сельсовет, с. Рышково"
12 сот,899000.0,"Московская область, г.о. Ступино, д. Вальцово"
12 сот,13500000.0,"Санкт-Петербург, Пушкинский р-н, Пушкин"
15 сот,750000.0,"Республика Коми, г.о. Ухта, пос. городского типа Шудаяг"
20 сот,450000.0,"Республика Северная Осетия — Алания, Ирафский р-н, с. Чикола"
15 сот,750000.0,"Тульская область, муниципальное образование Тула, д. Иврово"
10 сот,75000.0,"Кемеровская область, Кемеровский муниципальный округ, СНТ Черёмушки"
6 сот,8500000.0,"Московская область, Ленинский г.о., садовое товарищество Берёзка-2"
15 сот,750000.0,"Тульская область, муниципальное образование Тула, д. Иврово"
10 сот,450000.0,"Челябинская область, Копейск"
15 сот,200000.0,"Московская область, г.о. Ступино, д. Леонтьево"
6 сот,8500000.0,"Московская область, Ленинский г.о., садовое товарищество Берёзка-2"
5.2 сот,3100000.0,"Республика Калмыкия, Элиста"
9 сот,669000.0,"Республика Татарстан, Пестречинский р-н, Шигалеевское сельское поселение, садоводческое товарищество Заречье-2"
73 сот,1100000.0,"Воронежская область, Рамонский р-н, д. Борки"
4.16 га,10500000.0,
20 сот,80000.0,
5 сот,500000.0,
22 сот,2500000.0,"Ленинградская область, Всеволожский р-н, Агалатовское сельское поселение, садоводческое некоммерческое товарищество Звезда"
20 сот,90000.0,"Липецкая область, Усманский р-н, с. Девица"
5.5 сот,5500000.0,"Краснодарский край, Краснодар"
7 сот,1600000.0,
25 сот,875000.0,
4.6 сот,1600000.0,
10.1 сот,1000000.0,"Московская область, г.о. Чехов, пос. дома отдыха Лопасня"
8.6 сот,320000.0,"Ленинградская область, Кировский р-н, Шумское сельское поселение, коттеджный пос. Острова"
6.6 сот,4300000.0,"Краснодарский край, г.о. Сочи, с. Верхнее Учдере, СДТ Ивушка"
2.7 сот,2100000.0,"Республика Крым, г.о. Ялта, пос. городского типа Гаспра"
10.76 га,4000000.0,"Новосибирская область, Новосибирский р-н, Станционный сельсовет"
10 сот,260000.0,"Республика Крым, Белогорский р-н, пос. городского типа Зуя"
12 сот,350000.0,"Архангельская область, Архангельск"
9 сот,110000.0,"Республика Крым, Ленинский р-н, Мысовское сельское поселение, с. Семёновка"
6 сот,500000.0,"Московская область, Можайский г.о., д. Горетово"
12 сот,1700000.0,"Севастополь, садоводческое товарищество Минер"
7 сот,350000.0,"Краснодарский край, Выселковский р-н, станица Выселки, дачный потребительский кооператив Дорожник"
15 сот,40000.0,"Калужская область, Мосальский р-н, сельское поселение Деревня Долгое, д. Калугово"
100 сот,1000000.0,"Тверская область, Калининский р-н, Бурашевское сельское поселение, д. Обухово"
12 сот,2500000.0,"Республика Татарстан, Лаишевский р-н, с. Атабаево"
11 сот,680000.0,"Республика Карелия, Кондопожский р-н, Кончезерское сельское поселение, с. Кончезеро"
6 сот,2300000.0,"Ленинградская область, Всеволожский р-н, Всеволожское городское поселение, Всеволожск"
13.5 сот,50000.0,"Новгородская область, Новгородский р-н, Ермолинское сельское поселение, д. Плетниха"
7 сот,500000.0,"Московская область, Орехово-Зуевский г.о., Ликино-Дулёво, садовое товарищество Фарфорист-2"
6 сот,50000.0,"Курганская область, Кетовский р-н, ДНТ КГСХА № 7"
6 сот,120000.0,"Брянская область, Брянский р-н, Нетьинское сельское поселение, СДТ Нетьинка"
12 сот,1750000.0,"Ленинградская область, Выборгский р-н, Приморское городское поселение, Приморск"
10 сот,600000.0,"Челябинская область, Еткульский р-н, с. Еткуль"
30 сот,150000.0,"Пензенская область, Пензенский р-н, с. Никифоровка"
10 сот,500000.0,"Самарская область, Волжский р-н, пос. Чёрновский"
8 сот,750000.0,"Калужская область, Жуковский р-н, СНТ Единство"
17 сот,200000.0,"Челябинская область, Чебаркульский р-н, пос. Бишкиль"
34 сот,440000.0,"Владимирская область, Судогодский р-н, пос. Муромцево"
10 сот,700000.0,"Красноярский край, Емельяновский р-н, пос. Сухая Балка"
6 сот,700000.0,"Республика Крым, г.о. Феодосия, садовые участки Очистные"
4 сот,60000.0,"Владимирская область, Суздальский р-н, пос. Садовый"
15 сот,300000.0,"Ульяновская область, Ульяновский р-н, д. Салмановка"
25 сот,500000.0,"Московская область, г.о. Солнечногорск, д. Брёхово"
4 га,300000.0,"Республика Татарстан, Тукаевский р-н"
100 сот,10000000.0,"Тамбовская область, Рассказово"
16.7 сот,1000000.0,"Кабардино-Балкарская Республика, Чегемский р-н, с. Нартан"
26 сот,450000.0,"Брянская область, Брянский р-н, Мичуринское сельское поселение, д. Меркульево"
58 сот,4250000.0,"Владимирская область, Александровский р-н, д. Соколово"
100 сот,690000.0,"Ставропольский край, Предгорный муниципальный округ, с. Этока"
18 сот,55000.0,"Московская область, г.о. Серпухов, с. Липицы"
10 сот,580000.0,"Новосибирская область, Новосибирский р-н, Каменский сельсовет, садовое товарищество Иня-НАПО"
58 сот,4250000.0,"Владимирская область, Александровский р-н, д. Соколово"
10 сот,900000.0,"Калининградская область, Калининград, СНТ Искра"
15 сот,270000.0,"Белгородская область, Губкинский г.о., Губкин"
24 сот,1000000.0,"Воронежская область, Новоусманский р-н, с. Рыкань"
6 сот,550000.0,"Республика Адыгея, Тахтамукайский р-н, пос. городского типа Энем"
15 сот,750000.0,"Псковская область, Гдовский р-н"
10 сот,450000.0,"Пермский край, Пермский р-н, Култаевское сельское поселение, с. Башкултаево"
11 сот,18000000.0,
13 сот,26000000.0,
10 сот,2100000.0,
3 га,1050000.0,"Московская область, г.о. Подольск"
10 сот,1000000.0,"Республика Крым, Симферопольский р-н, Гвардейское сельское поселение, с. Красная Зорька"
8 сот,800000.0,"Самарская область, Волжский р-н, пос. Курумоч"
24 сот,10800000.0,
50 сот,175000000.0,
10 сот,2100000.0,
8 сот,3700000.0,"Краснодарский край, Краснодар"
12.6 сот,17153426.0,"Москва, Новомосковский административный округ, поселение Марушкинское, д. Крёкшино, коттеджный пос. Крёкшино"
9 сот,10670000.0,"Московская область, г.о. Домодедово, д. Заболотье, коттеджный пос. Серебряная Подкова"
